genus,species,subclass,family,alien,main.habitat,detailed.habitat,life.form,ldetailed.life.form,sum.2007,status,listed.for.hf,verified,reason.not.listed,current,historical,synonyms,common.name,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,grout,simes
Hypericum,punctatum,Dilleniidae,Clusiaceae,0,F,F,H,HL,1,U,1,1,NA,1,1,NA,Spotted St. John's-wort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypochaeris,radicata,Asteridae,Asteraceae,1,O,OD RP,H,HL,1,U,1,1,NA,1,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilex,laevigata,Rosidae,Aquifoliaceae,0,W,WS,S,S,3,U,1,1,NA,1,1,NA,Smooth Winterberry,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Ilex,verticillata,Rosidae,Aquifoliaceae,0,W,WS WP,S,S,27,C,1,1,NA,1,1,NA,Winterberry Holly,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
Impatiens,capensis,Rosidae,Balsaminaceae,0,W,WF WO,H,HA,22,C,1,1,NA,1,1,I. biflora,Orange Jewelweed,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1
Iris,pseudacorus,Liliidae,Iridaceae,1,W,WP,H,HL,2,U,1,1,NA,1,0,NA,Yellow Flag Iris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iris,sp.,Liliidae,Iridaceae,0,W,WO WP, ,NA,13,F,0,1,GEN,1,1,NA,NA,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
Iris,versicolor,Liliidae,Iridaceae,0,W,WO WP,H,HL,4,U,1,1,NA,1,1,NA,Blueflag Iris,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Juglans,cinerea,Hamameliidae,Juglandaceae,0,F,FR,T,T,3,U,1,1,NA,1,1,NA,Butternut,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Juglans,nigra,Hamameliidae,Juglandaceae,1,O,OG,T,T,1,U,0,1,NDN,1,1,NA,Black Walnut,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus,acuminatus,Commelinidae,Juncaceae,0,W,WO,G,GL,1,U,1,1,NA,1,1,NA,Acuminate Rush,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus,articulatus,Commelinidae,Juncaceae,0,W,WO,G,GL,2,U,1,1,NA,1,0,NA,Articulate Rush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Juncus,brevicaudatus,Commelinidae,Juncaceae,0,W,WB WO,G,GL,4,U,1,1,NA,1,1,NA,Short-tailed Rush,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Juncus,bufonius,Commelinidae,Juncaceae,0,O,OD RW,G,GA,2,U,1,1,NA,1,1,NA,Toad Rush,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus,canadensis,Commelinidae,Juncaceae,0,W,WP,G,GL,5,U,1,1,NA,1,1,NA,Canadian Rush,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Juncus,effusus,Commelinidae,Juncaceae,0,W O,WO OP,G,GE,12,F,1,1,NA,1,1,NA,Common Rush,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
Juncus,greenei,Commelinidae,Juncaceae,0,O,OB,G,GL,0,M,1,1,NA,0,1,NA,Green's Rush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus,marginatus,Commelinidae,Juncaceae,0,W,WO,G,GL,3,U,1,1,NA,1,1,NA,Marginate Rush,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Juncus,pelocarpus,Commelinidae,Juncaceae,0,W,WP,G,GL,2,U,1,1,NA,1,0,NA,Rush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Juncus,tenuis,Commelinidae,Juncaceae,0,O,OP RW,G,GL,21,C,1,1,NA,1,1,NA,Path Rush,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Juniperus,communis,Gymnosperm,Cupressaceae,0,O F,OP F,S,SE,12,F,1,1,NA,1,1,NA,Common Rush,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
Juniperus,virginiana,Gymnosperm,Cupressaceae,0,F,F,T,TE,1,U,1,1,NA,1,1,NA,REd Cedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kalmia,angustifolia,Dilleniidae,Ericaceae,0,F W,F WB,S,SE,22,C,1,1,NA,1,1,NA,Sheep Laurel,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1
Kalmia,latifolia,Dilleniidae,Ericaceae,0,F,F,S,SE,15,F,1,1,NA,1,1,NA,Mountain Laurel,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
Kalmia,polifolia,Dilleniidae,Ericaceae,0,W,WB,S,SE,2,U,1,1,NA,1,1,NA,Bog Laurel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Lactuca,biennis,Asteridae,Asteraceae,0,O,OD,H,HL,4,U,1,1,NA,1,1,NA,Blue lettuce,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lactuca,canadensis,Asteridae,Asteraceae,0,O,OD,H,HL,5,U,1,1,NA,1,1,NA,Wild Yellow Lettuce,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lactuca,hirsuta,Asteridae,Asteraceae,0,O,OD,H,HL,0,M,1,1,NA,0,1,NA,Hairy lettuce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactuca,sp.,Asteridae,Asteraceae,0,NA,NA,H,NA,11,F,0,1,GEN,1,1,NA,NA,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
Laportea,canadensis,Hamameliidae,Urticaceae,0,W,WS,H,HL,3,U,1,1,NA,1,1,NA,Wood Nettle,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larix,laricina,Gymnosperm,Pinaceae,0,W,WB,T,T,3,U,1,1,NA,1,1,NA,Tamarack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Larix,sp.,Gymnosperm,Pinaceae,1,P,P,T,T,1,U,1,0,NA,1,0,NA,European Larch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lechea,intermedia,Dilleniidae,Cistaceae,0,O,OB RP,H,HL,8,O,1,1,NA,1,1,NA,Common Pinweed,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
Lechea,mucronata,Dilleniidae,Cistaceae,0,O,RP,H,HL,1,U,1,1,NA,1,0,NA,Hairy Pinweed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ledum,groenlandicum,Dilleniidae,Ericaceae,0,W,WB,S,SE,3,U,1,1,NA,1,1,NA,Labrador Tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Leersia,oryzoides,Commelinidae,Poaceae,0,W,WO WP,G,GA,8,O,1,1,NA,1,1,NA,Rice Cutgrass,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Leontodon,autumnalis,Asteridae,Asteraceae,1,O,OP,H,HL,1,U,1,1,NA,1,0,NA,Autumn Dandelion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonurus,cardiaca,Asteridae,Lamiaceae,1,O,OP,H,HL,1,U,1,1,NA,1,1,NA,Motherwort,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepidium,densiflorum,Dilleniidae,Brassicaceae,1,O,OD,H,HA,2,U,1,1,NA,1,1,NA,Densely-flowered Peppergrass,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepidium ,virginicum,Dilleniidae,Brassicaceae,0,O,RP,H,HA,1,U,1,1,NA,1,0,NA,Virginia Poor-man's Pepper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lespedeza,capitata,Rosidae,Fabaceae,0,O,RW,H,HL,2,U,1,1,NA,1,1,NA,Large-headed Bush-clover,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ligustrum,vulgare,Asteridae,Oleaceae,1,O,OE,S,S,1,U,1,1,NA,1,1,NA,Common Privet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lilium,canadense,Liliidae,Liliaceae,0,W,WS,H,HL,1,U,1,1,NA,1,1,NA,Canada lily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilium,philadelphicum,Liliidae,Liliaceae,0,F,F,H,HL,1,U,1,1,NA,1,1,NA,Wood Lily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Linaria,vulgaris,Asteridae,Scrophulariaceae,1,O,OG,H,HL,1,U,1,1,NA,1,0,NA,Yellow Toadflax,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lindera,benzoin,Magnoliidae,Lauraceae,0,W,WF,S,S,9,O,1,1,NA,1,1,NA,Spicebush,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
Lindernia,dubia,Asteridae,Scrophulariaceae,0,W,WP,H,HA,1,U,1,1,NA,1,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linnaea,borealis,Asteridae,Caprifoliaceae,0,W,WF,S,SDE,0,M,1,1,NA,0,1,NA,Twin-flower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liriodendron,tulipifera,Magnoliidae,Lauraceae,0,F,F,T,T,2,U,1,1,NA,1,0,NA,Tulip Tree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lobelia,cardinalis,Asteridae,Campanulaceae,0,W,WS,H,HL,7,O,1,1,NA,1,1,NA,Cardinal Flower,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Lobelia,inflata,Asteridae,Campanulaceae,0,O,RW,H,HL,12,F,1,1,NA,1,1,NA,Indian-tobacco,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1
Lobelia,spicata,Asteridae,Campanulaceae,0,O,RW,H,HL,1,U,1,1,NA,1,1,NA,Pale-spike Lobelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lolium,perenne,Commelinidae,Poaceae,1,O,OD,G,GL,1,U,1,1,NA,1,0,NA,Italian Ryegrass,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonicera,canadensis,Asteridae,Caprifoliaceae,0,F,F,S,S,17,F,1,1,NA,1,1,NA,Canada Honeysuckle,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1
Lonicera,dioica,Asteridae,Caprifoliaceae,0,F,FR,S,S,1,U,1,1,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lonicera,morrowii,Asteridae,Caprifoliaceae,1,O F,OD F,S,S,15,F,1,1,NA,1,0,NA,European Bush Honeysuckle,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1
Lonicera,villosa,Asteridae,Caprifoliaceae,0,W,WF,S,S,1,U,1,1,NA,1,1,L. caerulea,Northern Fly Honeysuckle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ludwigia,palustris,Rosidae,Onagraceae,0,W,WS,H,HL,5,U,1,1,NA,1,1,NA,Mud Loosestrife,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Lupinus,sp.,Rosidae,Fabaceae,1,O,OP,H,HL,1,U,1,0,NA,1,0,NA,Cultivated lupine,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luzula,multiflora,Commelinidae,Juncaceae,0,F,RW,G,S,24,C,1,1,NA,1,1,L. campestris,Common Woodrush,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Lychnis,flos-cuculi,Caryophyllidae,Caryophyllaceae,1,O,OP,H,HL,1,U,1,1,NA,1,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycopodiella,inundata,Pteridophyte,Lycopodiaceae,0,W,WP,S,SDE,4,U,1,1,NA,1,1,Lycopodium inundatum,Bog Clubmoss,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Lycopodium,annotinum,Pteridophyte,Lycopodiaceae,0,F,F,S,SDE,21,C,1,1,NA,1,1,NA,Bristly Clubmoss,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
Lycopodium,clavatum,Pteridophyte,Lycopodiaceae,0,F,F,S,SDE,20,F,1,1,NA,1,1,NA,Staghorn Clubmoss,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1
Lycopodium,lagopus,Pteridophyte,Lycopodiaceae,0,F,F,S,SDE,0,M,0,0,TAX,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycopodium,obscurum,Pteridophyte,Lycopodiaceae,0,F,F,S,SDE,31,C,1,1,NA,1,1,L. dendroideum; L. hickeyi,Tree Clubmoss,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Lycopus,americanus,Asteridae,Lamiaceae,0,W,WO,H,HL,2,U,1,1,NA,1,1,NA,American Water Hore-hound,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lycopus,uniflorus,Asteridae,Lamiaceae,0,W,WO WB WF,H,HL,12,F,1,1,NA,1,1,NA,Common Water-horehound,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1
Lycopus,virginicus,Asteridae,Lamiaceae,0,W,WO,H,HL,0,M,0,0,NC,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyonia,ligustrina,Dilleniidae,Ericaceae,0,F,F,S,S,16,F,1,1,NA,1,1,NA,Maleberry,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1
Lysimachia,ciliata,Asteridae,Primulaceae,0,W,WF,H,HL,3,U,1,1,NA,1,1,NA,Fringed Loosestrife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Lysimachia,nummularia,Asteridae,Primulaceae,1,W,WS,H,HL,3,U,1,1,NA,1,1,NA,Moneywort,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lysimachia,quadrifolia,Asteridae,Primulaceae,0,F,F,H,HL,19,F,1,1,NA,1,1,NA,Whorled Loosestrife,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1
Lysimachia,terrestris,Asteridae,Primulaceae,0,W,WO WB WP,H,HL,16,F,1,1,NA,1,1,NA,Swamp Candles,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0
Lysimachia,vulgaris,Asteridae,Primulaceae,1,O,OG,H,HL,1,U,1,1,NA,1,0,NA,Garden Loosestrife (II),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lythrum,salicaria,Rosidae,Lythraceae,1,W,WO WP,H,HL,3,U,1,1,NA,1,0,NA,Purple Loosestrife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Maianthemum,canadense,Liliidae,Liliaceae,0,F W,F WF WB,H,HS,32,C,1,1,NA,1,1,NA,Canada Mayflower,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Maianthemum,racemosum,Liliidae,Liliaceae,0,F,F,H,HS,29,C,1,1,NA,1,1,Smilacina racemosa,Common False Solomons-seal,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
Maianthemum,trifolium,Liliidae,Liliaceae,0,W,WB,H,HS,2,U,1,1,NA,1,1,Smilacina trifolia,Bog False Solomons-Seal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Malaxis,unifolia,Liliidae,Orchidaceae,0,F,FC,H,HS,0,M,1,1,NA,0,1,NA,Green Adder's-mouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malus,pumila,Rosidae,Rosaceae,1,F O,F OP,T,T,6,O,1,1,NA,1,1,Pyrus malus; Malus sylvestris,Apple,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Malus,sieboldii,Rosidae,Rosaceae,1,F O,F OP,T,T,3,U,1,1,NA,1,0,Pyrus malus; Malus sylvestris,Apple,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malva,cf. moschata,Rosidae,Malvaceae,1,O,OP,H,HL,1,U,1,0,NA,1,0,NA,Musk Mallow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malva,neglecta,Rosidae,Malvaceae,1,O,OG,H,HA,1,U,1,1,NA,1,1,NA,Cheeses,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matricaria,matricarioides,Asteridae,Asteraceae,1,O,OD,H,HL,3,U,1,1,NA,1,1,NA,Pinapple-weed,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteuccia,struthiopteris,Pteridophyte,Dryopteridaceae,0,W,WS,F,F,2,U,1,1,NA,1,1,NA,Ostrich Fern,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Medeola,virginiana,Liliidae,Liliaceae,0,F,F,H,HS,30,C,1,1,NA,1,1,NA,Wild Cucumber,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Medicago,lupulina,Rosidae,Fabaceae,1,O,OG,H,HA,1,U,1,1,NA,1,0,NA,Black Medick,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicago,sativa,Rosidae,Fabaceae,1,O,OP,H,HL,1,U,1,1,NA,1,0,NA,Alfalfa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melampyrum,lineare,Asteridae,Scrophulariaceae,0,F,F,H,HL,18,F,1,1,NA,1,1,NA,Cow-wheat,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0
Melilotus,alba,Rosidae,Fabaceae,1,O,OD,H,HL,1,U,1,1,NA,1,1,NA,White Sweet Clover,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melilotus,officinalis,Rosidae,Fabaceae,1,O,OP,H,HL,2,U,1,1,NA,1,0,NA,Yellow Sweet Clover,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mentha,arvensis,Asteridae,Lamiaceae,0,W,WS,H,HL,3,U,1,1,NA,1,1,NA,Field Mint,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mentha,x spicata,Asteridae,Lamiaceae,1,W,WO,H,HL,2,U,1,1,NA,1,0,NA,Spearmint,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menyanthes,trifoliata,Asteridae,Menyanthaceae,0,W,WB,H,HS,1,U,1,1,NA,1,1,NA,Bog-bean,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimulus,ringens,Asteridae,Scrophulariaceae,0,W,WO WS WP,H,HL,7,O,1,1,NA,1,1,NA,Common Monkey-flower,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Mitchella,repens,Asteridae,Rubiaceae,0,F,F,S,SDE,30,C,1,1,NA,1,1,NA,Partridge Berry,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Mollugo,verticillata,Caryophyllidae,Molluginaceae,1,O,OG RP,H,HL,2,U,1,1,NA,1,1,NA,Carpetweed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moneses,uniflora,Dilleniidae,Pyrolaceae,0,F,F,H,HS,0,M,1,1,NA,0,1,NA,One-flowered Pyrola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monotropa,hypopithys,Dilleniidae,Monotropaceae,0,F,F,H,HL,14,F,1,1,NA,1,1,NA,Pinesap,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
Monotropa,uniflora,Dilleniidae,Monotropaceae,0,F,F,H,HL,29,C,1,1,NA,1,1,NA,Indian pipes,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Muhlenbergia,frondosa,Commelinidae,Poaceae,0,O,RW,G,GL,4,U,1,1,NA,1,0,NA,Leafy Muhlenbergia,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Muhlenbergia,tenuiflora,Commelinidae,Poaceae,0,F,FR,G,GL,1,U,1,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Muhlenbergia,uniflora,Commelinidae,Poaceae,0,O,WP,G,GL,2,U,1,1,NA,1,1,NA,Muhlenbergia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Myosotis,scorpioides,Asteridae,Boraginaceae,1,W,WS,H,HL,1,U,1,1,NA,1,1,NA,Common Forget-me-not,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
